station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MCJ,2020-01-08 21:35,68.00,50.00,52.51,M,5.00,0.00,30.22,M,9.00,12.00,SCT,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,68.00,KMCJ 082135Z AUTO VRB05G12KT 9SM SCT033 20/10 A3022 RMK A01,M
MCJ,2020-01-08 21:55,68.00,50.00,52.51,M,5.00,0.00,30.23,M,10.00,10.00,BKN,BKN,BKN,M,3200.00,3900.00,10000.00,M,M,M,M,M,M,M,M,68.00,KMCJ 082155Z AUTO VRB05G10KT 10SM BKN032 BKN039 BKN100 20/10 A3023 RMK A01,M
MCJ,2020-01-08 22:15,66.20,50.00,55.88,M,4.00,0.00,30.23,M,10.00,10.00,BKN,BKN,M,M,3000.00,3500.00,M,M,M,M,M,M,M,M,M,66.20,KMCJ 082215Z AUTO VRB04G10KT 10SM BKN030 BKN035 19/10 A3023 RMK A01,M
MCJ,2020-01-08 22:35,64.40,50.00,59.50,0.00,0.00,0.00,30.23,M,10.00,M,SCT,BKN,M,M,3200.00,3800.00,M,M,M,M,M,M,M,M,M,64.40,KMCJ 082235Z AUTO 00000KT 10SM SCT032 BKN038 18/10 A3023 RMK A01,M
MCJ,2020-01-08 22:55,64.40,50.00,59.50,M,3.00,0.00,30.22,M,10.00,M,BKN,BKN,M,M,3400.00,4000.00,M,M,M,M,M,M,M,M,M,64.40,KMCJ 082255Z AUTO VRB03KT 10SM BKN034 BKN040 18/10 A3022 RMK A01,M
MCJ,2020-01-08 23:15,62.60,51.80,67.75,M,4.00,0.00,30.22,M,10.00,M,BKN,BKN,M,M,3200.00,4000.00,M,M,M,M,M,M,M,M,M,62.60,KMCJ 082315Z AUTO VRB04KT 10SM BKN032 BKN040 17/11 A3022 RMK A01,M
MCJ,2020-01-08 23:35,62.60,51.80,67.75,0.00,0.00,0.00,30.22,M,10.00,M,BKN,M,M,M,3500.00,M,M,M,M,M,M,M,M,M,M,62.60,KMCJ 082335Z AUTO 00000KT 10SM BKN035 17/11 A3022 RMK A01,M
MCJ,2020-01-08 23:55,60.80,51.80,72.20,0.00,0.00,0.00,30.22,M,10.00,10.00,BKN,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,60.80,KMCJ 082355Z AUTO 00000G10KT 10SM BKN037 16/11 A3022 RMK A01,M
MCJ,2020-01-09 00:15,60.80,51.80,72.20,M,5.00,0.00,30.20,M,10.00,12.00,BKN,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,60.80,KMCJ 090015Z AUTO VRB05G12KT 10SM BKN037 16/11 A3020 RMK A01,M
MCJ,2020-01-09 00:35,60.80,51.80,72.20,M,5.00,0.00,30.20,M,10.00,11.00,BKN,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,60.80,KMCJ 090035Z AUTO VRB05G11KT 10SM BKN037 16/11 A3020 RMK A01,M
MCJ,2020-01-09 00:55,59.00,53.60,82.25,M,3.00,0.00,30.20,M,10.00,10.00,SCT,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090055Z AUTO VRB03G10KT 10SM SCT037 15/12 A3020 RMK A01,M
MCJ,2020-01-09 01:15,59.00,53.60,82.25,M,4.00,0.00,30.20,M,10.00,M,SCT,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090115Z AUTO VRB04KT 10SM SCT037 15/12 A3020 RMK A01,M
MCJ,2020-01-09 01:35,59.00,53.60,82.25,M,4.00,0.00,30.19,M,10.00,10.00,FEW,M,M,M,3700.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090135Z AUTO VRB04G10KT 10SM FEW037 15/12 A3019 RMK A01,M
MCJ,2020-01-09 01:55,59.00,53.60,82.25,M,4.00,0.00,30.19,M,10.00,11.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090155Z AUTO VRB04G11KT 10SM CLR 15/12 A3019 RMK A01,M
MCJ,2020-01-09 02:15,59.00,55.40,87.83,M,4.00,0.00,30.19,M,10.00,10.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090215Z AUTO VRB04G10KT 10SM CLR 15/13 A3019 RMK A01,M
MCJ,2020-01-09 02:35,59.00,55.40,87.83,M,3.00,0.00,30.18,M,10.00,11.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090235Z AUTO VRB03G11KT 10SM CLR 15/13 A3018 RMK A01,M
MCJ,2020-01-09 02:55,59.00,55.40,87.83,0.00,0.00,0.00,30.19,M,10.00,M,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090255Z AUTO 00000KT 10SM FEW038 15/13 A3019 RMK A01,M
MCJ,2020-01-09 03:15,59.00,57.20,93.74,M,3.00,0.00,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090315Z AUTO VRB03KT 10SM CLR 15/14 A3019 RMK A01,M
MCJ,2020-01-09 03:35,59.00,57.20,93.74,0.00,0.00,0.00,30.18,M,10.00,M,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090335Z AUTO 00000KT 10SM FEW038 15/14 A3018 RMK A01,M
MCJ,2020-01-09 03:55,59.00,57.20,93.74,0.00,0.00,0.00,30.17,M,10.00,M,FEW,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090355Z AUTO 00000KT 10SM FEW038 15/14 A3017 RMK A01,M
MCJ,2020-01-09 04:15,59.00,57.20,93.74,0.00,0.00,0.00,30.17,M,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090415Z AUTO 00000KT 9SM CLR 15/14 A3017 RMK A01,M
MCJ,2020-01-09 04:35,59.00,59.00,100.00,0.00,0.00,0.00,30.16,M,10.00,M,SCT,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090435Z AUTO 00000KT 10SM SCT042 15/15 A3016 RMK A01,M
MCJ,2020-01-09 04:55,59.00,59.00,100.00,0.00,0.00,0.00,30.16,M,10.00,M,SCT,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090455Z AUTO 00000KT 10SM SCT041 15/15 A3016 RMK A01,M
MCJ,2020-01-09 05:15,59.00,59.00,100.00,0.00,0.00,0.00,30.15,M,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090515Z AUTO 00000KT 9SM CLR 15/15 A3015 RMK A01,M
MCJ,2020-01-09 05:35,59.00,59.00,100.00,0.00,0.00,0.00,30.15,M,10.00,M,FEW,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090535Z AUTO 00000KT 10SM FEW075 15/15 A3015 RMK A01,M
MCJ,2020-01-09 05:55,59.00,59.00,100.00,0.00,0.00,0.00,30.15,M,9.00,M,BKN,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 090555Z AUTO 00000KT 9SM BKN075 15/15 A3015 RMK A01,M
MCJ,2020-01-09 06:15,60.80,59.00,93.79,0.00,0.00,0.00,30.14,M,9.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,60.80,KMCJ 090615Z AUTO 00000KT 9SM OVC075 16/15 A3014 RMK A01,M
MCJ,2020-01-09 06:35,60.80,59.00,93.79,0.00,0.00,0.00,30.13,M,8.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,60.80,KMCJ 090635Z AUTO 00000KT 8SM OVC075 16/15 A3013 RMK A01,M
MCJ,2020-01-09 06:55,60.80,59.00,93.79,0.00,0.00,0.00,30.12,M,9.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,60.80,KMCJ 090655Z AUTO 00000KT 9SM OVC075 16/15 A3012 RMK A01,M
MCJ,2020-01-09 07:15,60.80,59.00,93.79,0.00,0.00,0.00,30.12,M,9.00,M,FEW,SCT,OVC,M,3100.00,3700.00,7500.00,M,M,M,M,M,M,M,M,60.80,KMCJ 090715Z AUTO 00000KT 9SM FEW031 SCT037 OVC075 16/15 A3012 RMK A01,M
MCJ,2020-01-09 07:35,60.80,59.00,93.79,0.00,0.00,0.00,30.11,M,9.00,M,FEW,OVC,M,M,3700.00,7000.00,M,M,M,M,M,M,M,M,M,60.80,KMCJ 090735Z AUTO 00000KT 9SM FEW037 OVC070 16/15 A3011 RMK A01,M
MCJ,2020-01-09 07:55,60.80,59.00,93.79,0.00,0.00,0.00,30.11,M,10.00,M,SCT,OVC,M,M,3000.00,7000.00,M,M,M,M,M,M,M,M,M,60.80,KMCJ 090755Z AUTO 00000KT 10SM SCT030 OVC070 16/15 A3011 RMK A01,M
MCJ,2020-01-09 08:15,62.60,59.00,88.00,0.00,0.00,0.00,30.11,M,9.00,M,SCT,BKN,OVC,M,2700.00,3200.00,7000.00,M,M,M,M,M,M,M,M,62.60,KMCJ 090815Z AUTO 00000KT 9SM SCT027 BKN032 OVC070 17/15 A3011 RMK A01,M
MCJ,2020-01-09 08:35,62.60,59.00,88.00,0.00,0.00,0.00,30.11,M,9.00,M,BKN,BKN,OVC,M,2700.00,3100.00,7500.00,M,M,M,M,M,M,M,M,62.60,KMCJ 090835Z AUTO 00000KT 9SM BKN027 BKN031 OVC075 17/15 A3011 RMK A01,M
MCJ,2020-01-09 08:55,62.60,59.00,88.00,0.00,0.00,0.00,30.10,M,9.00,M,FEW,FEW,BKN,M,2700.00,3400.00,6500.00,M,M,M,M,M,M,M,M,62.60,KMCJ 090855Z AUTO 00000KT 9SM FEW027 FEW034 BKN065 17/15 A3010 RMK A01,M
MCJ,2020-01-09 09:15,62.60,59.00,88.00,0.00,0.00,0.00,30.09,M,9.00,M,BKN,BKN,OVC,M,6000.00,7000.00,8000.00,M,M,M,M,M,M,M,M,62.60,KMCJ 090915Z AUTO 00000KT 9SM BKN060 BKN070 OVC080 17/15 A3009 RMK A01,M
MCJ,2020-01-09 09:35,62.60,59.00,88.00,0.00,0.00,0.00,30.09,M,8.00,M,BKN,BKN,OVC,M,6000.00,7000.00,8500.00,M,M,M,M,M,M,M,M,62.60,KMCJ 090935Z AUTO 00000KT 8SM BKN060 BKN070 OVC085 17/15 A3009 RMK A01,M
MCJ,2020-01-09 09:55,62.60,59.00,88.00,0.00,0.00,0.00,30.08,M,9.00,M,BKN,BKN,BKN,M,6000.00,7500.00,8500.00,M,M,M,M,M,M,M,M,62.60,KMCJ 090955Z AUTO 00000KT 9SM BKN060 BKN075 BKN085 17/15 A3008 RMK A01,M
MCJ,2020-01-09 10:15,62.60,59.00,88.00,0.00,0.00,0.00,30.09,M,9.00,M,BKN,BKN,BKN,M,5500.00,6500.00,8500.00,M,M,M,M,M,M,M,M,62.60,KMCJ 091015Z AUTO 00000KT 9SM BKN055 BKN065 BKN085 17/15 A3009 RMK A01,M
MCJ,2020-01-09 10:35,62.60,59.00,88.00,0.00,0.00,0.00,30.08,M,9.00,M,BKN,BKN,OVC,M,5500.00,6500.00,8500.00,M,M,M,M,M,M,M,M,62.60,KMCJ 091035Z AUTO 00000KT 9SM BKN055 BKN065 OVC085 17/15 A3008 RMK A01,M
MCJ,2020-01-09 10:55,62.60,60.80,93.83,0.00,0.00,0.00,30.08,M,8.00,M,BKN,OVC,M,M,5000.00,6500.00,M,M,M,M,M,M,M,M,M,62.60,KMCJ 091055Z AUTO 00000KT 8SM BKN050 OVC065 17/16 A3008 RMK A01,M
MCJ,2020-01-09 11:15,62.60,60.80,93.83,0.00,0.00,0.00,30.08,M,8.00,M,BKN,BKN,BKN,M,5000.00,6000.00,9000.00,M,M,M,M,M,M,M,M,62.60,KMCJ 091115Z AUTO 00000KT 8SM BKN050 BKN060 BKN090 17/16 A3008 RMK A01,M
MCJ,2020-01-09 11:35,62.60,60.80,93.83,0.00,0.00,0.00,30.08,M,8.00,M,FEW,BKN,BKN,M,2700.00,5500.00,6500.00,M,M,M,M,M,M,M,M,62.60,KMCJ 091135Z AUTO 00000KT 8SM FEW027 BKN055 BKN065 17/16 A3008 RMK A01,M
MCJ,2020-01-09 11:55,62.60,60.80,93.83,0.00,0.00,0.00,30.07,M,9.00,M,FEW,SCT,BKN,M,5500.00,6500.00,8500.00,M,M,M,M,M,M,M,M,62.60,KMCJ 091155Z AUTO 00000KT 9SM FEW055 SCT065 BKN085 17/16 A3007 RMK A01,M
MCJ,2020-01-09 12:15,64.40,60.80,88.09,0.00,0.00,0.00,30.07,M,8.00,M,FEW,SCT,BKN,M,5500.00,6500.00,8500.00,M,M,M,M,M,M,M,M,64.40,KMCJ 091215Z AUTO 00000KT 8SM FEW055 SCT065 BKN085 18/16 A3007 RMK A01,M
MCJ,2020-01-09 12:35,64.40,60.80,88.09,0.00,0.00,0.00,30.06,M,9.00,M,BKN,BKN,BKN,M,5000.00,6500.00,8500.00,M,M,M,M,M,M,M,M,64.40,KMCJ 091235Z AUTO 00000KT 9SM BKN050 BKN065 BKN085 18/16 A3006 RMK A01,M
MCJ,2020-01-09 12:55,64.40,62.60,93.88,0.00,0.00,0.00,30.07,M,8.00,M,BKN,OVC,M,M,5000.00,5500.00,M,M,M,M,M,M,M,M,M,64.40,KMCJ 091255Z AUTO 00000KT 8SM BKN050 OVC055 18/17 A3007 RMK A01,M
MCJ,2020-01-09 13:15,64.40,62.60,93.88,M,3.00,0.00,30.06,M,8.00,M,BKN,BKN,M,M,4800.00,6000.00,M,M,M,M,M,M,M,M,M,64.40,KMCJ 091315Z AUTO VRB03KT 8SM BKN048 BKN060 18/17 A3006 RMK A01,M
MCJ,2020-01-09 13:35,66.20,62.60,88.18,0.00,0.00,0.00,30.06,M,7.00,M,SCT,BKN,M,M,4900.00,6000.00,M,M,M,M,M,M,M,M,M,66.20,KMCJ 091335Z AUTO 00000KT 7SM SCT049 BKN060 19/17 A3006 RMK A01,M
MCJ,2020-01-09 13:55,66.20,62.60,88.18,0.00,0.00,0.00,30.07,M,7.00,M,BKN,BKN,M,M,5000.00,6000.00,M,M,M,M,M,M,M,M,M,66.20,KMCJ 091355Z AUTO 00000KT 7SM BKN050 BKN060 19/17 A3007 RMK A01,M
MCJ,2020-01-09 14:15,66.20,62.60,88.18,M,3.00,0.00,30.08,M,6.00,M,OVC,M,M,M,5000.00,M,M,M,BR,M,M,M,M,M,M,66.20,KMCJ 091415Z AUTO VRB03KT 6SM BR OVC050 19/17 A3008 RMK A01,M
MCJ,2020-01-09 14:35,66.20,62.60,88.18,0.00,0.00,0.00,30.08,M,6.00,M,OVC,M,M,M,4800.00,M,M,M,BR,M,M,M,M,M,M,66.20,KMCJ 091435Z AUTO 00000KT 6SM BR OVC048 19/17 A3008 RMK A01,M
MCJ,2020-01-09 14:55,68.00,62.60,82.86,0.00,0.00,0.00,30.09,M,6.00,M,OVC,M,M,M,4700.00,M,M,M,HZ,M,M,M,M,M,M,68.00,KMCJ 091455Z AUTO 00000KT 6SM HZ OVC047 20/17 A3009 RMK A01,M
MCJ,2020-01-09 15:15,68.00,62.60,82.86,0.00,0.00,0.00,30.09,M,7.00,M,BKN,OVC,M,M,4700.00,6000.00,M,M,M,M,M,M,M,M,M,68.00,KMCJ 091515Z AUTO 00000KT 7SM BKN047 OVC060 20/17 A3009 RMK A01,M
MCJ,2020-01-09 15:35,68.00,64.40,88.26,0.00,0.00,0.00,30.10,M,7.00,M,OVC,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,68.00,KMCJ 091535Z AUTO 00000KT 7SM OVC046 20/18 A3010 RMK A01,M
MCJ,2020-01-09 15:55,69.80,64.40,82.98,M,6.00,0.00,30.10,M,7.00,M,OVC,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,69.80,KMCJ 091555Z AUTO VRB06KT 7SM OVC046 21/18 A3010 RMK A01,M
MCJ,2020-01-09 16:15,69.80,64.40,82.98,M,5.00,0.00,30.10,M,8.00,13.00,FEW,OVC,M,M,1800.00,4600.00,M,M,M,M,M,M,M,M,M,69.80,KMCJ 091615Z AUTO VRB05G13KT 8SM FEW018 OVC046 21/18 A3010 RMK A01,M
MCJ,2020-01-09 16:35,71.60,64.40,78.04,M,6.00,0.00,30.09,M,8.00,14.00,FEW,SCT,OVC,M,1900.00,4000.00,4800.00,M,M,M,M,M,M,M,M,71.60,KMCJ 091635Z AUTO VRB06G14KT 8SM FEW019 SCT040 OVC048 22/18 A3009 RMK A01,M
MCJ,2020-01-09 16:55,71.60,64.40,78.04,M,4.00,0.00,30.09,M,8.00,12.00,FEW,SCT,OVC,M,2000.00,4100.00,4900.00,M,M,M,M,M,M,M,M,71.60,KMCJ 091655Z AUTO VRB04G12KT 8SM FEW020 SCT041 OVC049 22/18 A3009 RMK A01,M
MCJ,2020-01-09 17:15,71.60,64.40,78.04,M,5.00,0.00,30.08,M,9.00,15.00,FEW,SCT,OVC,M,2100.00,4100.00,4900.00,M,M,M,M,M,M,M,M,71.60,KMCJ 091715Z AUTO VRB05G15KT 9SM FEW021 SCT041 OVC049 22/18 A3008 RMK A01,M
MCJ,2020-01-09 17:35,73.40,64.40,73.44,M,7.00,0.00,30.07,M,8.00,19.00,BKN,BKN,BKN,M,2200.00,3100.00,4200.00,M,M,M,M,M,M,M,M,73.40,KMCJ 091735Z AUTO VRB07G19KT 8SM BKN022 BKN031 BKN042 23/18 A3007 RMK A01,M
MCJ,2020-01-09 17:55,73.40,64.40,73.44,M,7.00,0.00,30.06,M,9.00,15.00,BKN,BKN,OVC,M,2300.00,3100.00,4000.00,M,M,M,M,M,M,M,M,73.40,KMCJ 091755Z AUTO VRB07G15KT 9SM BKN023 BKN031 OVC040 23/18 A3006 RMK A01,M
MCJ,2020-01-09 18:15,73.40,64.40,73.44,M,5.00,0.00,30.05,M,9.00,19.00,SCT,BKN,OVC,M,2400.00,2900.00,4300.00,M,M,M,M,M,M,M,M,73.40,KMCJ 091815Z AUTO VRB05G19KT 9SM SCT024 BKN029 OVC043 23/18 A3005 RMK A01,M
MCJ,2020-01-09 18:35,73.40,64.40,73.44,M,9.00,0.00,30.03,M,8.00,16.00,SCT,BKN,OVC,M,2300.00,2800.00,5500.00,M,M,M,M,M,M,M,M,73.40,KMCJ 091835Z AUTO VRB09G16KT 8SM SCT023 BKN028 OVC055 23/18 A3003 RMK A01,M
MCJ,2020-01-09 18:55,73.40,64.40,73.44,M,7.00,0.00,30.03,M,9.00,17.00,BKN,BKN,OVC,M,2300.00,2800.00,6000.00,M,M,M,M,M,M,M,M,73.40,KMCJ 091855Z AUTO VRB07G17KT 9SM BKN023 BKN028 OVC060 23/18 A3003 RMK A01,M
MCJ,2020-01-09 19:15,73.40,64.40,73.44,M,12.00,0.00,30.02,M,7.00,20.00,SCT,BKN,OVC,M,2300.00,3000.00,4600.00,M,M,M,M,M,M,M,M,73.40,KMCJ 091915Z AUTO VRB12G20KT 120V290 7SM SCT023 BKN030 OVC046 23/18 A3002 RMK A01,M
MCJ,2020-01-09 19:35,71.60,64.40,78.04,170.00,11.00,0.00,30.03,M,7.00,M,SCT,BKN,OVC,M,2300.00,3300.00,4800.00,M,M,M,M,M,M,M,M,71.60,KMCJ 091935Z AUTO 17011KT 7SM SCT023 BKN033 OVC048 22/18 A3003 RMK A01,M
MCJ,2020-01-09 19:55,73.40,64.40,73.44,M,7.00,0.00,30.02,M,8.00,13.00,FEW,BKN,BKN,M,2200.00,2900.00,4100.00,M,M,M,M,M,M,M,M,73.40,KMCJ 091955Z AUTO VRB07G13KT 8SM FEW022 BKN029 BKN041 23/18 A3002 RMK A01,M
MCJ,2020-01-09 20:15,71.60,66.20,83.09,M,5.00,0.00,30.01,M,4.00,13.00,FEW,BKN,OVC,M,2100.00,3300.00,8000.00,M,HZ,M,M,M,M,M,M,71.60,KMCJ 092015Z AUTO VRB05G13KT 4SM HZ FEW021 BKN033 OVC080 22/19 A3001 RMK A01,M
MCJ,2020-01-09 20:35,71.60,66.20,83.09,M,5.00,0.00,30.00,M,7.00,16.00,SCT,SCT,BKN,M,1800.00,3000.00,4500.00,M,M,M,M,M,M,M,M,71.60,KMCJ 092035Z AUTO VRB05G16KT 7SM SCT018 SCT030 BKN045 22/19 A3000 RMK A01,M
MCJ,2020-01-09 20:55,73.40,66.20,78.19,M,7.00,0.00,30.00,M,7.00,17.00,BKN,BKN,BKN,M,1800.00,2400.00,3100.00,M,M,M,M,M,M,M,M,73.40,KMCJ 092055Z AUTO VRB07G17KT 7SM BKN018 BKN024 BKN031 23/19 A3000 RMK A01,M
MCJ,2020-01-09 21:15,73.40,66.20,78.19,170.00,10.00,0.00,30.00,M,7.00,20.00,BKN,OVC,M,M,2000.00,2500.00,M,M,M,M,M,M,M,M,M,73.40,KMCJ 092115Z AUTO 17010G20KT 100V230 7SM BKN020 OVC025 23/19 A3000 RMK A01,M
MCJ,2020-01-09 21:35,73.40,66.20,78.19,M,8.00,0.00,30.01,M,8.00,17.00,BKN,OVC,M,M,1900.00,2400.00,M,M,M,M,M,M,M,M,M,73.40,KMCJ 092135Z AUTO VRB08G17KT 8SM BKN019 OVC024 23/19 A3001 RMK A01,M
MCJ,2020-01-09 21:55,73.40,66.20,78.19,M,4.00,0.00,30.01,M,7.00,15.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KMCJ 092155Z AUTO VRB04G15KT 7SM 23/19 A3001 RMK A01,M
MCJ,2020-01-09 22:15,73.40,66.20,78.19,M,5.00,0.00,30.01,M,7.00,14.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,KMCJ 092215Z AUTO VRB05G14KT 7SM 23/19 A3001 RMK A01,M
MCJ,2020-01-09 22:35,71.60,66.20,83.09,M,4.00,0.00,30.02,M,5.00,11.00,BKN,BKN,OVC,M,1700.00,2200.00,7500.00,M,HZ,M,M,M,M,M,M,71.60,KMCJ 092235Z AUTO VRB04G11KT 5SM HZ BKN017 BKN022 OVC075 22/19 A3002 RMK A01,M
MCJ,2020-01-09 22:55,71.60,66.20,83.09,M,4.00,0.00,30.02,M,6.00,12.00,BKN,OVC,M,M,1700.00,2500.00,M,M,HZ,M,M,M,M,M,M,71.60,KMCJ 092255Z AUTO VRB04G12KT 6SM HZ BKN017 OVC025 22/19 A3002 RMK A01,M
MCJ,2020-01-09 23:15,71.60,66.20,83.09,0.00,0.00,0.00,30.02,M,4.00,11.00,BKN,BKN,OVC,M,1500.00,2000.00,2900.00,M,HZ,M,M,M,M,M,M,71.60,KMCJ 092315Z AUTO 00000G11KT 4SM HZ BKN015 BKN020 OVC029 22/19 A3002 RMK A01,M
MCJ,2020-01-09 23:35,69.80,68.00,94.01,M,4.00,0.00,30.01,M,3.00,12.00,SCT,BKN,OVC,M,1400.00,2000.00,4600.00,M,BR,M,M,M,M,M,M,69.80,KMCJ 092335Z AUTO VRB04G12KT 3SM BR SCT014 BKN020 OVC046 21/20 A3001 RMK A01,M
MCJ,2020-01-09 23:55,69.80,68.00,94.01,0.00,0.00,0.00,30.01,M,5.00,M,BKN,BKN,BKN,M,1100.00,2800.00,3900.00,M,BR,M,M,M,M,M,M,69.80,KMCJ 092355Z AUTO 00000KT 5SM BR BKN011 BKN028 BKN039 21/20 A3001 RMK A01,M
MCJ,2020-01-10 00:15,69.80,68.00,94.01,0.00,0.00,0.00,30.02,M,7.00,M,BKN,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,69.80,KMCJ 100015Z AUTO 00000KT 7SM BKN010 21/20 A3002 RMK A01,M
MCJ,2020-01-10 00:35,69.80,68.00,94.01,M,4.00,0.00,30.02,M,6.00,11.00,BKN,M,M,M,1000.00,M,M,M,BR,M,M,M,M,M,M,69.80,KMCJ 100035Z AUTO VRB04G11KT 6SM BR BKN010 21/20 A3002 RMK A01,M
MCJ,2020-01-10 00:55,69.80,68.00,94.01,0.00,0.00,0.00,30.02,M,6.00,10.00,BKN,OVC,M,M,800.00,1200.00,M,M,BR,M,M,M,M,M,M,69.80,KMCJ 100055Z AUTO 00000G10KT 6SM BR BKN008 OVC012 21/20 A3002 RMK A01,M
MCJ,2020-01-10 01:15,69.80,68.00,94.01,M,4.00,0.00,30.02,M,6.00,M,OVC,M,M,M,800.00,M,M,M,BR,M,M,M,M,M,M,69.80,KMCJ 100115Z AUTO VRB04KT 6SM BR OVC008 21/20 A3002 RMK A01,M
MCJ,2020-01-10 01:35,69.80,68.00,94.01,0.00,0.00,0.00,30.03,M,6.00,10.00,OVC,M,M,M,900.00,M,M,M,BR,M,M,M,M,M,M,69.80,KMCJ 100135Z AUTO 00000G10KT 6SM BR OVC009 21/20 A3003 RMK A01,M
MCJ,2020-01-10 01:55,69.80,68.00,94.01,M,4.00,0.00,30.03,M,6.00,M,OVC,M,M,M,900.00,M,M,M,BR,M,M,M,M,M,M,69.80,KMCJ 100155Z AUTO VRB04KT 6SM BR OVC009 21/20 A3003 RMK A01,M
MCJ,2020-01-10 02:15,69.80,68.00,94.01,M,4.00,0.00,30.02,M,7.00,13.00,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,69.80,KMCJ 100215Z AUTO VRB04G13KT 7SM OVC008 21/20 A3002 RMK A01,M
MCJ,2020-01-10 02:35,69.80,68.00,94.01,M,3.00,0.00,30.02,M,7.00,M,BKN,OVC,M,M,900.00,1400.00,M,M,M,M,M,M,M,M,M,69.80,KMCJ 100235Z AUTO VRB03KT 7SM BKN009 OVC014 21/20 A3002 RMK A01,M
MCJ,2020-01-10 02:55,69.80,68.00,94.01,M,3.00,0.00,30.02,M,6.00,11.00,OVC,M,M,M,900.00,M,M,M,BR,M,M,M,M,M,M,69.80,KMCJ 100255Z AUTO VRB03G11KT 6SM BR OVC009 21/20 A3002 RMK A01,M
MCJ,2020-01-10 03:15,69.80,68.00,94.01,M,4.00,0.00,30.03,M,6.00,11.00,BKN,OVC,M,M,900.00,1400.00,M,M,BR,M,M,M,M,M,M,69.80,KMCJ 100315Z AUTO VRB04G11KT 6SM BR BKN009 OVC014 21/20 A3003 RMK A01,M
MCJ,2020-01-10 03:35,69.80,68.00,94.01,M,6.00,0.00,30.02,M,7.00,12.00,BKN,OVC,M,M,1000.00,1400.00,M,M,M,M,M,M,M,M,M,69.80,KMCJ 100335Z AUTO VRB06G12KT 7SM BKN010 OVC014 21/20 A3002 RMK A01,M
MCJ,2020-01-10 03:55,69.80,68.00,94.01,M,5.00,0.00,30.02,M,6.00,M,BKN,OVC,M,M,800.00,1100.00,M,M,BR,M,M,M,M,M,M,69.80,KMCJ 100355Z AUTO VRB05KT 6SM BR BKN008 OVC011 21/20 A3002 RMK A01,M
MCJ,2020-01-10 04:15,69.80,68.00,94.01,M,4.00,0.00,30.01,M,7.00,10.00,BKN,OVC,M,M,800.00,1100.00,M,M,M,M,M,M,M,M,M,69.80,KMCJ 100415Z AUTO VRB04G10KT 7SM BKN008 OVC011 21/20 A3001 RMK A01,M
MCJ,2020-01-10 04:35,69.80,68.00,94.01,M,4.00,0.00,30.01,M,6.00,10.00,BKN,OVC,M,M,700.00,1100.00,M,M,BR,M,M,M,M,M,M,69.80,KMCJ 100435Z AUTO VRB04G10KT 6SM BR BKN007 OVC011 21/20 A3001 RMK A01,M
