station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MCJ,2020-01-01 00:15,57.20,17.60,20.99,0.00,0.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 010015Z AUTO 00000KT 10SM CLR 14/M08 A3015 RMK A01,M
MCJ,2020-01-01 00:35,57.20,17.60,20.99,0.00,0.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 010035Z AUTO 00000KT 10SM CLR 14/M08 A3015 RMK A01,M
MCJ,2020-01-01 00:55,57.20,19.40,22.68,0.00,0.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 010055Z AUTO 00000KT 10SM CLR 14/M07 A3015 RMK A01,M
MCJ,2020-01-01 01:15,57.20,19.40,22.68,0.00,0.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 010115Z AUTO 00000KT 10SM CLR 14/M07 A3015 RMK A01,M
MCJ,2020-01-01 01:35,55.40,19.40,24.21,0.00,0.00,0.00,30.16,M,10.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010135Z AUTO 00000KT 10SM FEW065 13/M07 A3016 RMK A01,M
MCJ,2020-01-01 01:55,57.20,21.20,24.49,0.00,0.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 010155Z AUTO 00000KT 10SM CLR 14/M06 A3015 RMK A01,M
MCJ,2020-01-01 02:15,55.40,21.20,26.13,0.00,0.00,0.00,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010215Z AUTO 00000KT 10SM CLR 13/M06 A3016 RMK A01,M
MCJ,2020-01-01 02:35,55.40,21.20,26.13,0.00,0.00,0.00,30.15,M,4.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,55.40,KMCJ 010235Z AUTO 00000KT 4SM HZ CLR 13/M06 A3015 RMK A01,M
MCJ,2020-01-01 02:55,55.40,21.20,26.13,0.00,0.00,0.00,30.16,M,8.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010255Z AUTO 00000KT 8SM CLR 13/M06 A3016 RMK A01,M
MCJ,2020-01-01 03:15,55.40,21.20,26.13,0.00,0.00,0.00,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010315Z AUTO 00000KT 10SM CLR 13/M06 A3016 RMK A01,M
MCJ,2020-01-01 03:35,55.40,23.00,28.20,M,3.00,0.00,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010335Z AUTO VRB03KT 10SM CLR 13/M05 A3015 RMK A01,M
MCJ,2020-01-01 03:55,55.40,26.60,32.76,M,3.00,0.00,30.15,M,5.00,10.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,55.40,KMCJ 010355Z AUTO VRB03G10KT 5SM HZ CLR 13/M03 A3015 RMK A01,M
MCJ,2020-01-01 04:15,55.40,28.40,35.28,M,4.00,0.00,30.16,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010415Z AUTO VRB04KT 10SM SCT060 13/M02 A3016 RMK A01,M
MCJ,2020-01-01 04:35,55.40,28.40,35.28,M,3.00,0.00,30.16,M,9.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010435Z AUTO VRB03KT 9SM OVC060 13/M02 A3016 RMK A01,M
MCJ,2020-01-01 04:55,55.40,28.40,35.28,M,3.00,0.00,30.16,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010455Z AUTO VRB03KT 10SM OVC060 13/M02 A3016 RMK A01,M
MCJ,2020-01-01 05:15,55.40,28.40,35.28,M,3.00,0.00,30.16,M,9.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010515Z AUTO VRB03KT 9SM OVC060 13/M02 A3016 RMK A01,M
MCJ,2020-01-01 05:35,55.40,28.40,35.28,M,3.00,0.00,30.14,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010535Z AUTO VRB03KT 10SM OVC060 13/M02 A3014 RMK A01,M
MCJ,2020-01-01 05:55,55.40,28.40,35.28,0.00,0.00,0.00,30.14,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010555Z AUTO 00000KT 10SM OVC060 13/M02 A3014 RMK A01,M
MCJ,2020-01-01 06:15,55.40,28.40,35.28,0.00,0.00,0.00,30.13,M,9.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010615Z AUTO 00000KT 9SM OVC060 13/M02 A3013 RMK A01,M
MCJ,2020-01-01 06:35,55.40,30.20,37.97,0.00,0.00,0.00,30.12,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010635Z AUTO 00000KT 10SM OVC060 13/M01 A3012 RMK A01,M
MCJ,2020-01-01 06:55,55.40,30.20,37.97,0.00,0.00,0.00,30.12,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010655Z AUTO 00000KT 10SM OVC060 13/M01 A3012 RMK A01,M
MCJ,2020-01-01 07:15,55.40,30.20,37.97,0.00,0.00,0.00,30.10,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010715Z AUTO 00000KT 10SM OVC060 13/M01 A3010 RMK A01,M
MCJ,2020-01-01 07:35,55.40,30.20,37.97,0.00,0.00,0.00,30.10,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010735Z AUTO 00000KT 10SM OVC060 13/M01 A3010 RMK A01,M
MCJ,2020-01-01 07:55,55.40,30.20,37.97,M,4.00,0.00,30.10,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010755Z AUTO VRB04KT 10SM OVC055 13/M01 A3010 RMK A01,M
MCJ,2020-01-01 08:15,55.40,30.20,37.97,0.00,0.00,0.00,30.11,M,9.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010815Z AUTO 00000KT 9SM OVC055 13/M01 A3011 RMK A01,M
MCJ,2020-01-01 08:35,55.40,30.20,37.97,0.00,0.00,0.00,30.12,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010835Z AUTO 00000KT 10SM OVC055 13/M01 A3012 RMK A01,M
MCJ,2020-01-01 08:55,53.60,32.00,43.61,0.00,0.00,0.00,30.11,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,53.60,KMCJ 010855Z AUTO 00000KT 10SM OVC055 12/M00 A3011 RMK A01,M
MCJ,2020-01-01 09:15,55.40,30.20,37.97,0.00,0.00,0.00,30.11,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 010915Z AUTO 00000KT 10SM OVC055 13/M01 A3011 RMK A01,M
MCJ,2020-01-01 09:35,53.60,32.00,43.61,0.00,0.00,0.00,30.10,M,3.00,M,OVC,M,M,M,5500.00,M,M,M,HZ,M,M,M,M,M,M,53.60,KMCJ 010935Z AUTO 00000KT 3SM HZ OVC055 12/00 A3010 RMK A01,M
MCJ,2020-01-01 09:55,53.60,33.80,46.88,0.00,0.00,0.00,30.11,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,53.60,KMCJ 010955Z AUTO 00000KT 10SM OVC055 12/01 A3011 RMK A01,M
MCJ,2020-01-01 10:15,53.60,33.80,46.88,0.00,0.00,0.00,30.09,M,9.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,53.60,KMCJ 011015Z AUTO 00000KT 9SM OVC050 12/01 A3009 RMK A01,M
MCJ,2020-01-01 10:35,53.60,32.00,43.61,0.00,0.00,0.00,30.09,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,53.60,KMCJ 011035Z AUTO 00000KT 10SM OVC050 12/00 A3009 RMK A01,M
MCJ,2020-01-01 10:55,53.60,32.00,43.61,0.00,0.00,0.00,30.08,M,4.00,M,OVC,M,M,M,5000.00,M,M,M,HZ,M,M,M,M,M,M,53.60,KMCJ 011055Z AUTO 00000KT 4SM HZ OVC050 12/00 A3008 RMK A01,M
MCJ,2020-01-01 11:15,53.60,33.80,46.88,0.00,0.00,0.00,30.07,M,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,53.60,KMCJ 011115Z AUTO 00000KT 10SM OVC050 12/01 A3007 RMK A01,M
MCJ,2020-01-01 11:35,53.60,33.80,46.88,0.00,0.00,0.00,30.06,M,3.00,M,OVC,M,M,M,5000.00,M,M,M,HZ,M,M,M,M,M,M,53.60,KMCJ 011135Z AUTO 00000KT 3SM HZ OVC050 12/01 A3006 RMK A01,M
MCJ,2020-01-01 11:55,53.60,33.80,46.88,0.00,0.00,0.00,30.05,M,10.00,M,OVC,M,M,M,4900.00,M,M,M,M,M,M,M,M,M,M,53.60,KMCJ 011155Z AUTO 00000KT 10SM OVC049 12/01 A3005 RMK A01,M
MCJ,2020-01-01 12:15,53.60,33.80,46.88,0.00,0.00,0.00,30.05,M,3.00,M,OVC,M,M,M,4900.00,M,M,M,HZ,M,M,M,M,M,M,53.60,KMCJ 011215Z AUTO 00000KT 3SM HZ OVC049 12/01 A3005 RMK A01,M
MCJ,2020-01-01 12:35,53.60,35.60,50.36,0.00,0.00,0.00,30.06,M,6.00,M,OVC,M,M,M,4900.00,M,M,M,HZ,M,M,M,M,M,M,53.60,KMCJ 011235Z AUTO 00000KT 6SM HZ OVC049 12/02 A3006 RMK A01,M
MCJ,2020-01-01 12:55,53.60,35.60,50.36,0.00,0.00,0.00,30.06,M,7.00,M,OVC,M,M,M,4900.00,M,M,M,M,M,M,M,M,M,M,53.60,KMCJ 011255Z AUTO 00000KT 7SM OVC049 12/02 A3006 RMK A01,M
MCJ,2020-01-01 13:15,53.60,32.00,43.61,40.00,5.00,0.00,30.05,M,2.00,M,OVC,M,M,M,4900.00,M,M,M,HZ,M,M,M,M,M,M,53.60,KMCJ 011315Z AUTO 04005KT 2SM HZ OVC049 12/00 A3005 RMK A01 VIS 1 1/2V5,M
MCJ,2020-01-01 13:35,53.60,32.00,43.61,40.00,5.00,0.00,30.06,M,3.00,M,OVC,M,M,M,4900.00,M,M,M,HZ,M,M,M,M,M,M,53.60,KMCJ 011335Z AUTO 04005KT 3SM HZ OVC049 12/00 A3006 RMK A01,M
MCJ,2020-01-01 13:55,53.60,30.20,40.54,0.00,0.00,0.00,30.06,M,6.00,M,OVC,M,M,M,4900.00,M,M,M,HZ,M,M,M,M,M,M,53.60,KMCJ 011355Z AUTO 00000KT 6SM HZ OVC049 12/M01 A3006 RMK A01,M
MCJ,2020-01-01 14:15,53.60,32.00,43.61,60.00,6.00,0.00,30.05,M,3.00,M,OVC,M,M,M,4800.00,M,M,M,HZ,M,M,M,M,M,M,53.60,KMCJ 011415Z AUTO 06006KT 3SM HZ OVC048 12/M00 A3005 RMK A01,M
MCJ,2020-01-01 14:35,55.40,30.20,37.97,0.00,0.00,0.00,30.04,M,5.00,M,OVC,M,M,M,4700.00,M,M,M,HZ,M,M,M,M,M,M,55.40,KMCJ 011435Z AUTO 00000KT 5SM HZ OVC047 13/M01 A3004 RMK A01,M
MCJ,2020-01-01 14:55,55.40,32.00,40.84,0.00,0.00,0.00,30.06,M,3.00,M,OVC,M,M,M,4700.00,M,M,M,HZ,M,M,M,M,M,M,55.40,KMCJ 011455Z AUTO 00000KT 3SM HZ OVC047 13/00 A3006 RMK A01,M
MCJ,2020-01-01 15:15,55.40,32.00,40.84,0.00,0.00,0.00,30.07,M,3.00,M,OVC,M,M,M,4800.00,M,M,M,HZ,M,M,M,M,M,M,55.40,KMCJ 011515Z AUTO 00000KT 3SM HZ OVC048 13/00 A3007 RMK A01,M
MCJ,2020-01-01 15:35,55.40,32.00,40.84,0.00,0.00,0.00,30.07,M,6.00,M,OVC,M,M,M,4800.00,M,M,M,HZ,M,M,M,M,M,M,55.40,KMCJ 011535Z AUTO 00000KT 6SM HZ OVC048 13/00 A3007 RMK A01,M
MCJ,2020-01-01 15:55,55.40,32.00,40.84,0.00,0.00,0.00,30.08,M,2.50,M,OVC,M,M,M,4900.00,M,M,M,HZ,M,M,M,M,M,M,55.40,KMCJ 011555Z AUTO 00000KT 2 1/2SM HZ OVC049 13/M00 A3008 RMK A01 VIS 1 3/4V5,M
MCJ,2020-01-01 16:15,57.20,28.40,33.05,0.00,0.00,0.00,30.08,M,9.00,M,OVC,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 011615Z AUTO 00000KT 9SM OVC048 14/M02 A3008 RMK A01,M
MCJ,2020-01-01 16:35,57.20,30.20,35.57,M,4.00,0.00,30.07,M,3.00,M,OVC,M,M,M,4600.00,M,M,M,HZ,M,M,M,M,M,M,57.20,KMCJ 011635Z AUTO VRB04KT 3SM HZ OVC046 14/M01 A3007 RMK A01,M
MCJ,2020-01-01 16:55,55.40,32.00,40.84,M,5.00,0.00,30.05,M,9.00,M,OVC,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,55.40,KMCJ 011655Z AUTO VRB05KT 9SM OVC045 13/00 A3005 RMK A01,M
MCJ,2020-01-01 17:15,57.20,33.80,41.13,0.00,0.00,0.00,30.03,M,6.00,M,OVC,M,M,M,4200.00,M,M,M,HZ,M,M,M,M,M,M,57.20,KMCJ 011715Z AUTO 00000KT 6SM HZ OVC042 14/01 A3003 RMK A01,M
MCJ,2020-01-01 17:35,57.20,35.60,44.19,0.00,0.00,0.00,30.03,M,10.00,M,OVC,M,M,M,4100.00,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 011735Z AUTO 00000KT 10SM OVC041 14/02 A3003 RMK A01,M
MCJ,2020-01-01 17:55,57.20,37.40,47.44,0.00,0.00,0.00,30.01,M,10.00,M,OVC,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 011755Z AUTO 00000KT 10SM OVC040 14/03 A3001 RMK A01,M
MCJ,2020-01-01 18:15,57.20,39.20,50.91,0.00,0.00,0.00,30.00,M,10.00,M,OVC,M,M,M,3600.00,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 011815Z AUTO 00000KT 10SM OVC036 14/04 A3000 RMK A01,M
MCJ,2020-01-01 18:35,57.20,41.00,54.60,0.00,0.00,0.00,29.98,M,8.00,M,OVC,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 011835Z AUTO 00000KT 8SM OVC033 14/05 A2998 RMK A01,M
MCJ,2020-01-01 18:55,59.00,42.80,54.86,0.00,0.00,0.00,29.97,M,10.00,M,OVC,M,M,M,3100.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 011855Z AUTO 00000KT 10SM OVC031 15/06 A2997 RMK A01,M
MCJ,2020-01-01 19:15,59.00,42.80,54.86,M,5.00,0.00,29.94,M,10.00,M,OVC,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 011915Z AUTO VRB05KT 10SM OVC029 15/06 A2994 RMK A01,M
MCJ,2020-01-01 19:35,59.00,44.60,58.77,0.00,0.00,0.00,29.94,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 011935Z AUTO 00000KT 10SM OVC028 15/07 A2994 RMK A01,M
MCJ,2020-01-01 19:55,59.00,44.60,58.77,0.00,0.00,0.00,29.93,M,10.00,M,OVC,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 011955Z AUTO 00000KT 10SM OVC027 15/07 A2993 RMK A01,M
MCJ,2020-01-01 20:15,59.00,44.60,58.77,0.00,0.00,0.00,29.91,M,4.00,M,OVC,M,M,M,2700.00,M,M,M,HZ,M,M,M,M,M,M,59.00,KMCJ 012015Z AUTO 00000KT 4SM HZ OVC027 15/07 A2991 RMK A01,M
MCJ,2020-01-01 20:35,60.80,46.40,59.01,M,3.00,0.00,29.90,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,M,M,M,M,M,M,60.80,KMCJ 012035Z AUTO VRB03KT 10SM OVC028 16/08 A2990 RMK A01,M
MCJ,2020-01-01 20:55,60.80,46.40,59.01,M,3.00,0.00,29.91,M,3.00,M,OVC,M,M,M,2800.00,M,M,M,HZ,M,M,M,M,M,M,60.80,KMCJ 012055Z AUTO VRB03KT 3SM HZ OVC028 16/08 A2991 RMK A01,M
MCJ,2020-01-01 21:15,59.00,46.40,62.92,40.00,3.00,0.00,29.91,M,2.00,M,OVC,M,M,M,2900.00,M,M,M,HZ,M,M,M,M,M,M,59.00,KMCJ 012115Z AUTO 04003KT 2SM HZ OVC029 15/08 A2991 RMK A01,M
MCJ,2020-01-01 21:35,59.00,48.20,67.33,60.00,7.00,0.00,29.90,M,7.00,M,OVC,M,M,M,2900.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 012135Z AUTO 06007KT 7SM OVC029 15/09 A2990 RMK A01,M
MCJ,2020-01-01 21:55,59.00,50.00,72.01,60.00,7.00,0.00,29.88,M,3.00,M,OVC,M,M,M,2700.00,M,M,M,HZ,M,M,M,M,M,M,59.00,KMCJ 012155Z AUTO 06007KT 3SM HZ OVC027 15/10 A2988 RMK A01,M
MCJ,2020-01-01 22:15,59.00,50.00,72.01,0.00,0.00,0.00,29.87,M,5.00,M,OVC,M,M,M,2500.00,M,M,M,HZ,M,M,M,M,M,M,59.00,KMCJ 012215Z AUTO 00000KT 5SM HZ OVC025 15/10 A2987 RMK A01,M
MCJ,2020-01-01 22:35,59.00,50.00,72.01,0.00,0.00,0.00,29.87,M,7.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 012235Z AUTO 00000KT 7SM OVC024 15/10 A2987 RMK A01,M
MCJ,2020-01-01 22:55,59.00,50.00,72.01,0.00,0.00,0.00,29.86,M,9.00,M,OVC,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 012255Z AUTO 00000KT 9SM OVC023 15/10 A2986 RMK A01,M
MCJ,2020-01-01 23:15,59.00,50.00,72.01,0.00,0.00,0.00,29.85,M,7.00,M,OVC,M,M,M,2200.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 012315Z AUTO 00000KT 7SM OVC022 15/10 A2985 RMK A01,M
MCJ,2020-01-01 23:35,59.00,51.80,76.98,M,3.00,0.00,29.85,M,9.00,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,59.00,KMCJ 012335Z AUTO VRB03KT 9SM OVC021 15/11 A2985 RMK A01,M
MCJ,2020-01-01 23:55,57.20,51.80,82.12,0.00,0.00,0.00,29.87,M,6.00,M,BKN,OVC,M,M,2100.00,2500.00,M,M,HZ,M,M,M,M,M,M,57.20,KMCJ 012355Z AUTO 00000KT 6SM HZ BKN021 OVC025 14/11 A2987 RMK A01,M
MCJ,2020-01-02 00:15,57.20,53.60,87.74,0.00,0.00,0.00,29.86,M,6.00,M,BKN,OVC,M,M,2100.00,2700.00,M,M,HZ,M,M,M,M,M,M,57.20,KMCJ 020015Z AUTO 00000KT 6SM HZ BKN021 OVC027 14/12 A2986 RMK A01,M
MCJ,2020-01-02 00:35,57.20,53.60,87.74,0.00,0.00,0.00,29.86,M,10.00,M,SCT,SCT,M,M,2100.00,2600.00,M,M,M,M,M,M,M,M,M,57.20,KMCJ 020035Z AUTO 00000KT 10SM SCT021 SCT026 14/12 A2986 RMK A01,M
MCJ,2020-01-02 00:55,57.20,53.60,87.74,20.00,4.00,0.00,29.86,M,8.00,M,BKN,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 020055Z AUTO 02004KT 8SM BKN018 14/12 A2986 RMK A01,M
MCJ,2020-01-02 01:15,57.20,55.40,93.69,0.00,0.00,0.00,29.86,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 020115Z AUTO 00000KT 10SM OVC018 14/13 A2986 RMK A01,M
MCJ,2020-01-02 01:35,57.20,55.40,93.69,0.00,0.00,0.00,29.84,M,7.00,M,SCT,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,57.20,KMCJ 020135Z AUTO 00000KT 7SM SCT017 14/13 A2984 RMK A01,M
MCJ,2020-01-02 01:55,57.20,55.40,93.69,M,4.00,0.00,29.84,M,9.00,M,FEW,FEW,M,M,1800.00,7000.00,M,M,M,M,M,M,M,M,M,57.20,KMCJ 020155Z AUTO VRB04KT 9SM FEW018 FEW070 14/13 A2984 RMK A01,M
MCJ,2020-01-02 02:15,57.20,57.20,100.00,M,3.00,0.00,29.83,M,4.00,M,FEW,FEW,FEW,M,200.00,700.00,1700.00,M,BR,M,M,M,M,M,M,57.20,KMCJ 020215Z AUTO VRB03KT 4SM BR FEW002 FEW007 FEW017 14/14 A2983 RMK A01,M
MCJ,2020-01-02 02:35,57.20,57.20,100.00,0.00,0.00,0.00,29.82,M,4.00,14.00,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,57.20,KMCJ 020235Z AUTO 00000G14KT 4SM BR CLR 14/14 A2982 RMK A01,M
MCJ,2020-01-02 02:55,59.00,57.20,93.74,0.00,0.00,0.00,29.83,M,2.00,M,SCT,SCT,BKN,M,200.00,700.00,2400.00,M,BR,M,M,M,M,M,M,59.00,KMCJ 020255Z AUTO 00000KT 2SM BR SCT002 SCT007 BKN024 15/14 A2983 RMK A01,M
MCJ,2020-01-02 03:15,59.00,59.00,100.00,0.00,0.00,0.00,29.82,M,4.00,M,FEW,FEW,SCT,M,300.00,2000.00,2900.00,M,BR,M,M,M,M,M,M,59.00,KMCJ 020315Z AUTO 00000KT 4SM BR FEW003 FEW020 SCT029 15/15 A2982 RMK A01,M
MCJ,2020-01-02 03:35,59.00,59.00,100.00,0.00,0.00,0.00,29.84,M,5.00,M,FEW,FEW,FEW,M,1100.00,1800.00,3000.00,M,BR,M,M,M,M,M,M,59.00,KMCJ 020335Z AUTO 00000KT 5SM BR FEW011 FEW018 FEW030 15/15 A2984 RMK A01,M
MCJ,2020-01-02 03:55,59.00,59.00,100.00,0.00,0.00,0.00,29.83,M,2.50,M,FEW,SCT,BKN,M,300.00,700.00,1100.00,M,BR,M,M,M,M,M,M,59.00,KMCJ 020355Z AUTO 00000KT 2 1/2SM BR FEW003 SCT007 BKN011 15/15 A2983 RMK A01,M
MCJ,2020-01-02 04:15,59.00,59.00,100.00,0.00,0.00,0.00,29.82,M,5.00,M,BKN,BKN,OVC,M,300.00,700.00,4300.00,M,BR,M,M,M,M,M,M,59.00,KMCJ 020415Z AUTO 00000KT 5SM BR BKN003 BKN007 OVC043 15/15 A2982 RMK A01,M
MCJ,2020-01-02 04:35,59.00,59.00,100.00,0.00,0.00,0.00,29.82,M,3.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020435Z AUTO 00000KT 3SM BR OVC002 15/15 A2982 RMK A01,M
MCJ,2020-01-02 04:55,59.00,59.00,100.00,0.00,0.00,0.00,29.82,M,2.50,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020455Z AUTO 00000KT 2 1/2SM BR OVC002 15/15 A2982 RMK A01,M
MCJ,2020-01-02 05:15,59.00,59.00,100.00,0.00,0.00,0.00,29.81,M,4.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020515Z AUTO 00000KT 4SM BR OVC002 15/15 A2981 RMK A01,M
MCJ,2020-01-02 05:35,59.00,59.00,100.00,0.00,0.00,0.00,29.79,M,4.00,M,OVC,M,M,M,100.00,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020535Z AUTO 00000KT 4SM BR OVC001 15/15 A2979 RMK A01,M
MCJ,2020-01-02 05:55,59.00,59.00,100.00,0.00,0.00,0.00,29.78,M,3.00,M,OVC,M,M,M,100.00,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020555Z AUTO 00000KT 3SM BR OVC001 15/15 A2978 RMK A01,M
MCJ,2020-01-02 06:15,59.00,59.00,100.00,0.00,0.00,0.00,29.78,M,3.00,M,M,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020615Z AUTO 00000KT 3SM BR 15/15 A2978 RMK A01,M
MCJ,2020-01-02 06:35,59.00,59.00,100.00,0.00,0.00,0.00,29.78,M,4.00,M,M,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020635Z AUTO 00000KT 4SM BR 15/15 A2978 RMK A01,M
MCJ,2020-01-02 06:55,59.00,59.00,100.00,0.00,0.00,0.00,29.76,M,5.00,M,M,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020655Z AUTO 00000KT 5SM BR 15/15 A2976 RMK A01,M
MCJ,2020-01-02 07:15,59.00,59.00,100.00,0.00,0.00,0.00,29.75,M,4.00,M,OVC,M,M,M,100.00,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020715Z AUTO 00000KT 4SM BR OVC001 15/15 A2975 RMK A01,M
MCJ,2020-01-02 07:35,59.00,59.00,100.00,0.00,0.00,0.00,29.74,M,3.00,M,OVC,M,M,M,100.00,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020735Z AUTO 00000KT 3SM BR OVC001 15/15 A2974 RMK A01,M
MCJ,2020-01-02 07:55,59.00,59.00,100.00,0.00,0.00,0.00,29.74,M,1.25,M,OVC,M,M,M,100.00,M,M,M,BR,M,M,M,M,M,M,59.00,KMCJ 020755Z AUTO 00000KT 1 1/4SM BR OVC001 15/15 A2974 RMK A01,M
MCJ,2020-01-02 08:15,60.80,60.80,100.00,0.00,0.00,0.00,29.74,M,2.50,M,OVC,M,M,M,100.00,M,M,M,BR,M,M,M,M,M,M,60.80,KMCJ 020815Z AUTO 00000KT 2 1/2SM BR OVC001 16/16 A2974 RMK A01,M
MCJ,2020-01-02 08:35,60.80,60.80,100.00,0.00,0.00,0.00,29.74,M,3.00,M,OVC,M,M,M,100.00,M,M,M,BR,M,M,M,M,M,M,60.80,KMCJ 020835Z AUTO 00000KT 3SM BR OVC001 16/16 A2974 RMK A01,M
MCJ,2020-01-02 08:55,60.80,60.80,100.00,0.00,0.00,0.00,29.73,M,4.00,M,OVC,M,M,M,100.00,M,M,M,BR,M,M,M,M,M,M,60.80,KMCJ 020855Z AUTO 00000KT 4SM BR OVC001 16/16 A2973 RMK A01,M
MCJ,2020-01-02 09:15,60.80,60.80,100.00,0.00,0.00,0.00,29.73,M,2.00,M,OVC,M,M,M,200.00,M,M,M,BR,M,M,M,M,M,M,60.80,KMCJ 020915Z AUTO 00000KT 2SM BR OVC002 16/16 A2973 RMK A01,M
